,route_short_name,stop_id
1470206,75,19299
1470207,75,20785
1470208,75,20782
1470209,75,20780
1470210,75,20779
1470211,75,22561
1470212,75,19714
1470213,75,19715
1470214,75,19716
1470215,75,19717
1470216,75,19718
1470217,75,19719
1470218,75,19734
1470219,75,18099
1470220,75,18100
1470221,75,18102
1470222,75,18103
1470223,75,18104
1470224,75,18105
1470225,75,18174
1470226,75,18175
1470227,75,18176
1470228,75,18178
1470229,75,21233
1470230,75,21232
1470231,75,18179
1470232,75,18180
1470233,75,18181
1470234,75,18182
1470235,75,18183
1476105,75,18052
1476106,75,18053
1476107,75,18054
1476108,75,18055
1476109,75,18056
1476110,75,21231
1476111,75,21234
1476112,75,18087
1476113,75,18089
1476114,75,18090
1476115,75,18091
1476116,75,18092
1476117,75,18093
1476118,75,18094
1476119,75,18095
1476120,75,18097
1476121,75,18098
1476122,75,19706
1476123,75,19708
1476124,75,19709
1476125,75,19710
1476126,75,19711
1476127,75,19712
1476128,75,19713
1476129,75,22560
1476130,75,20778
1476131,75,20781
1476132,75,20783
1476133,75,20784
1476134,75,19454
1476135,75,19452
1476136,75,19451
1476137,75,19450
1476138,75,19449
1476139,75,19448
1476140,75,19447
1476141,75,19446
1476142,75,19445
1476143,75,19444
1476144,75,19443
1476145,75,19442
1476146,75,21061
1476147,75,21062
1476148,75,21064
1476149,75,21066
1476150,75,21068
1476151,75,21070
1476152,75,21072
1476153,75,21074
1476154,75,21076
1476155,75,21078
1476156,75,21080
1476157,75,21081
1476158,75,21083
1476159,75,21085
1476160,75,21087
1476161,75,21089
1476162,75,21091
1476163,75,21093
1476164,75,21095
1476165,75,21097
1476166,75,21099
1476167,75,21101
1476168,75,21103
1476169,75,21106
1476170,75,21107
1476171,75,21110
1476172,75,21111
1476173,75,21113
1476174,75,21115
1476175,75,21118
1476176,75,21120
1476177,75,21122
1476178,75,21124
1476179,75,21125
1685263,82,17934
1685264,82,17933
1685265,82,17932
1685266,82,17931
1685267,82,17930
1685268,82,17929
1685269,82,17928
1685270,82,17927
1685271,82,17926
1685272,82,17925
1685273,82,17924
1685274,82,17923
1685275,82,17922
1685276,82,17921
1685277,82,17920
1685278,82,17919
1685279,82,17918
1685280,82,17917
1685281,82,15559
1685282,82,13995
1685283,82,4945
1685284,82,1083
1685285,82,992
1685286,82,17935
1685287,82,17936
1685288,82,17937
1685289,82,17938
1685290,82,17940
1685291,82,17941
1685292,82,17942
1685293,82,19608
1687526,82,19269
1687527,82,18511
1687528,82,18512
1687529,82,18513
1687530,82,18515
1687531,82,18516
1687532,82,18517
1687533,82,18518
1687534,82,18485
1687535,82,18486
1687536,82,18487
1687537,82,18488
1687538,82,18489
1687539,82,18490
1687540,82,46823
1687541,82,18492
1687542,82,18493
1687543,82,18494
1687544,82,18495
1687545,82,18496
1687546,82,18497
1687547,82,18498
1687548,82,18499
1687549,82,18500
1687550,82,18501
1687551,82,18505
1687552,82,18506
1687553,82,18507
1687554,82,18508
1687555,82,18509
2172529,67,18411
2172530,67,18410
2172531,67,18409
2172532,67,18408
2172533,67,18407
2172534,67,18406
2172535,67,18405
2172536,67,18404
2172537,67,18403
2172538,67,18401
2172539,67,18400
2172540,67,18399
2172541,67,18398
2172542,67,18397
2172543,67,18396
2172544,67,18395
2172545,67,18394
2172546,67,18393
2172547,67,18392
2172548,67,18376
2172549,67,18375
2172550,67,18374
2172551,67,18373
2172552,67,18372
2172553,67,18371
2172554,67,18370
2172555,67,18369
2172556,67,18368
2172557,67,18367
2172558,67,18365
2172559,67,18364
2172560,67,21963
2172561,67,19698
2172562,67,19700
2172563,67,19702
2172564,67,19704
2172565,67,19568
2172566,67,19569
2172567,67,19571
2172568,67,19572
2172569,67,19573
2172570,67,19574
2172571,67,19575
2172572,67,19676
2172573,67,19678
2172574,67,19679
2172575,67,19681
2172576,67,19684
2172577,67,19685
2172578,67,19686
2172579,67,19687
2172580,67,19689
2172581,67,19691
2172582,67,19693
2172583,67,19694
2172584,67,19696
2172641,67,19072
2172642,67,19073
2172643,67,19074
2172644,67,19075
2172645,67,19076
2172646,67,19077
2172647,67,19078
2172648,67,19079
2172649,67,19081
2172650,67,19082
2172651,67,19083
2172652,67,19084
2172653,67,19085
2172654,67,19086
2172671,67,19489
2172672,67,19491
2172673,67,19492
2172674,67,19494
2172675,67,19495
2172676,67,19497
2172677,67,19498
2172678,67,19499
2172679,67,19500
2172680,67,19502
2172681,67,19504
2172682,67,19505
2172683,67,19528
2172684,67,19539
2172685,67,19560
2172686,67,19561
2172687,67,19562
2172688,67,19563
2172689,67,19565
2172690,67,19566
2172691,67,19705
2172692,67,19703
2172693,67,19701
2172694,67,19697
2172695,67,19690
2172696,67,18973
2172697,67,18974
2172698,67,18975
2172699,67,18976
2172700,67,18977
2172701,67,18978
2172702,67,18979
2172703,67,18980
2172704,67,18981
2172705,67,18982
2172706,67,18983
2172707,67,18984
2172708,67,18985
2172709,67,18986
2172710,67,18987
2172711,67,19070
2172712,67,19071
2245709,3/3a,19489
2245710,3/3a,19491
2245711,3/3a,19492
2245712,3/3a,19494
2245713,3/3a,19495
2245714,3/3a,19497
2245715,3/3a,19498
2245716,3/3a,19499
2245717,3/3a,19500
2245718,3/3a,19502
2245719,3/3a,19504
2245720,3/3a,19505
2245721,3/3a,19528
2245722,3/3a,19539
2245723,3/3a,19560
2245724,3/3a,19561
2245725,3/3a,19562
2245726,3/3a,19563
2245727,3/3a,19565
2245728,3/3a,19566
2245729,3/3a,19705
2245730,3/3a,19703
2245731,3/3a,19701
2245732,3/3a,19697
2245733,3/3a,19690
2245734,3/3a,18620
2245735,3/3a,18619
2245736,3/3a,18632
2245737,3/3a,18633
2245738,3/3a,18634
2245739,3/3a,18635
2245740,3/3a,18636
2245741,3/3a,18637
2245742,3/3a,18638
2245743,3/3a,18639
2245744,3/3a,18640
2245745,3/3a,18641
2245746,3/3a,18645
2245747,3/3a,18646
2245748,3/3a,18647
2245749,3/3a,18648
2245750,3/3a,18649
2245751,3/3a,18650
2245752,3/3a,18651
2245753,3/3a,18652
2245754,3/3a,18653
2245755,3/3a,18654
2245756,3/3a,18655
2245757,3/3a,18656
2245758,3/3a,18657
2245759,3/3a,18451
2245877,3/3a,18452
2245878,3/3a,18453
2245879,3/3a,18454
2245880,3/3a,18455
2245881,3/3a,18456
2245882,3/3a,18457
2245883,3/3a,18460
2245884,3/3a,18461
2245885,3/3a,18462
2245886,3/3a,18463
2245887,3/3a,18464
2245888,3/3a,18468
2245889,3/3a,21060
2245890,3/3a,21059
2245891,3/3a,21058
2245892,3/3a,21057
2245893,3/3a,21042
2245894,3/3a,20648
2245895,3/3a,20647
2245896,3/3a,20599
2245897,3/3a,20598
2245898,3/3a,20597
2245899,3/3a,19115
2245900,3/3a,19118
2245901,3/3a,21963
2245902,3/3a,19698
2245903,3/3a,19700
2245904,3/3a,19702
2245905,3/3a,19704
2245906,3/3a,19568
2245907,3/3a,19569
2245908,3/3a,19571
2245909,3/3a,19572
2245910,3/3a,19573
2245911,3/3a,19574
2245912,3/3a,19575
2245913,3/3a,19676
2245914,3/3a,19678
2245915,3/3a,19679
2245916,3/3a,19681
2245917,3/3a,19684
2245918,3/3a,19685
2245919,3/3a,19686
2245920,3/3a,19687
2245921,3/3a,19689
2245922,3/3a,19691
2245923,3/3a,19693
2245924,3/3a,19694
2245925,3/3a,19696
2254454,3/3a,19119
2254455,3/3a,19135
2254456,3/3a,19136
2254457,3/3a,20518
2254458,3/3a,20514
2254459,3/3a,20512
2254460,3/3a,20511
2254461,3/3a,20509
2254462,3/3a,22112
2254463,3/3a,22110
2254656,3/3a,22109
2254657,3/3a,22111
2254658,3/3a,20508
2254659,3/3a,20510
2254660,3/3a,20513
2254661,3/3a,20515
2254662,3/3a,20519
2254663,3/3a,18625
2254664,3/3a,18624
2313249,64,19489
2313250,64,19491
2313251,64,19492
2313252,64,19494
2313253,64,19495
2313254,64,19497
2313255,64,19498
2313256,64,19499
2313257,64,19500
2313258,64,19502
2313259,64,19504
2313260,64,19505
2313261,64,19528
2313262,64,19539
2313263,64,19560
2313264,64,19561
2313265,64,19562
2313266,64,19563
2313267,64,19565
2313268,64,19566
2313269,64,19035
2313270,64,19034
2313271,64,19033
2313272,64,19032
2313273,64,19031
2313274,64,19030
2313275,64,19029
2313276,64,19028
2313277,64,19027
2313278,64,19025
2313279,64,19024
2313280,64,19023
2313281,64,19019
2313282,64,19018
2313283,64,19017
2313284,64,19016
2313285,64,19015
2313286,64,19014
2313287,64,19013
2313288,64,19012
2313289,64,19011
2313290,64,19010
2313291,64,19009
2313292,64,19008
2313293,64,19007
2313294,64,19006
2313295,64,19005
2313296,64,19004
2313297,64,19003
2313298,64,19002
2313299,64,19001
2313300,64,19000
2313301,64,18412
2313303,64,18413
2313304,64,18414
2313305,64,18415
2313306,64,18416
2313307,64,18417
2313308,64,18418
2313309,64,18419
2313310,64,18420
2313311,64,18421
2313312,64,18422
2313313,64,18423
2313314,64,18424
2313315,64,18425
2313316,64,18426
2313317,64,18427
2313318,64,18428
2313319,64,18429
2313320,64,18430
2313321,64,18431
2313322,64,18432
2313323,64,46517
2313324,64,18437
2313325,64,18438
2313326,64,18439
2313327,64,18441
2313328,64,18443
2313329,64,18444
2313330,64,18445
2313331,64,18446
2313332,64,18447
2313333,64,18448
2313334,64,18449
2313335,64,19567
2313336,64,19568
2313337,64,19569
2313338,64,19571
2313339,64,19572
2313340,64,19573
2313341,64,19574
2313342,64,19575
2313343,64,19676
2313344,64,19678
2313345,64,19679
2313346,64,19681
2313347,64,19684
2313348,64,19685
2313349,64,19686
2313350,64,19687
2313351,64,19689
2313352,64,19691
2313353,64,19693
2313354,64,19694
2313355,64,19696
2802670,82,18491
2806376,1,19368
2806377,1,19367
2806378,1,19366
2806379,1,19365
2806380,1,19364
2806381,1,19363
2806382,1,19357
2806383,1,19356
2806384,1,19355
2806385,1,19354
2806386,1,19353
2806387,1,19352
2806388,1,19351
2806389,1,19350
2806390,1,19349
2806391,1,19348
2806392,1,19346
2806393,1,19345
2806394,1,19344
2806395,1,19343
2806396,1,19342
2806397,1,19341
2806398,1,19340
2806399,1,19489
2806400,1,19491
2806401,1,19492
2806402,1,19494
2806403,1,19495
2806404,1,19497
2806405,1,19498
2806406,1,19499
2806407,1,19500
2806408,1,18229
2806409,1,18230
2806410,1,18231
2806411,1,18232
2806412,1,19306
2806413,1,19307
2806414,1,19308
2806415,1,19309
2806416,1,19310
2806417,1,19311
2806418,1,19312
2806419,1,19313
2806420,1,19314
2806421,1,18663
2811400,1,18726
2811401,1,18727
2811402,1,18728
2811403,1,18729
2811404,1,18730
2811449,1,18662
2811450,1,18661
2811451,1,18660
2811452,1,18659
2811453,1,18658
2811454,1,18573
2811455,1,18484
2811456,1,18483
2811457,1,18482
2811458,1,18481
2811459,1,18224
2811460,1,18225
2811461,1,18226
2811462,1,18227
2811463,1,19684
2811464,1,19685
2811465,1,19686
2811466,1,19687
2811467,1,19689
2811468,1,19691
2811469,1,19693
2811470,1,19694
2811471,1,19696
2811472,1,18789
2811473,1,18790
2811474,1,18791
2811475,1,18792
2811476,1,18793
2811477,1,18794
2811478,1,18795
2811479,1,18712
2811480,1,18713
2811481,1,18714
2811482,1,18715
2811483,1,18716
2811484,1,18717
2811485,1,18718
2811486,1,18719
2811487,1,18720
2811488,1,18721
3067440,19,17328
3067469,19,16729
