,route_short_name,stop_id
512693,30,18183
522088,5,1575
522089,5,1696
522090,5,1789
522091,5,2232
522092,5,7354
522093,5,8345
522094,5,9156
522095,5,10311
522096,5,10371
522097,5,11285
522098,5,12599
522099,5,18441
522100,5,18443
522101,5,18444
522102,5,18445
522103,5,18446
522104,5,18447
522105,5,18448
522106,5,18449
522107,5,19567
522108,5,19568
522109,5,19569
522110,5,19571
522111,5,19572
522112,5,19573
522113,5,19574
522114,5,19575
522115,5,19676
522116,5,19678
522117,5,19679
522118,5,19681
522119,5,19684
522120,5,19685
522121,5,19686
522122,5,19687
522123,5,19689
522124,5,19691
522125,5,19693
522126,5,19694
522127,5,19696
522128,5,19027
522129,5,398
522130,5,409
522131,5,940
522132,5,946
522133,5,947
522134,5,950
522135,5,955
522136,5,968
522137,5,980
522138,5,1185
522139,5,1291
522324,5,19489
522325,5,19491
522326,5,19492
522327,5,19494
522328,5,19495
522329,5,19497
522330,5,19498
522331,5,19499
522332,5,19500
522333,5,19502
522334,5,19504
522335,5,19505
522336,5,19528
522337,5,19539
522338,5,19560
522339,5,19561
522340,5,19562
522341,5,19563
522342,5,19565
522343,5,19566
522344,5,19035
522345,5,19034
522346,5,19033
522347,5,19032
522348,5,19031
522349,5,19030
522350,5,19029
522351,5,19028
542642,70,18038
542643,70,18039
542644,70,18052
542645,70,18053
542646,70,18054
542647,70,18055
542648,70,18056
542649,70,21231
542650,70,21234
542651,70,18087
542652,70,18089
542653,70,18090
542654,70,18091
542655,70,22903
542656,70,18108
542657,70,18116
542658,70,18118
542659,70,19466
542660,70,19465
542661,70,19464
542662,70,19463
542663,70,19462
542664,70,19461
542665,70,19460
542666,70,19459
542667,70,19458
542668,70,19457
542669,70,19456
542670,70,19454
542671,70,19452
542672,70,19451
542673,70,19450
542674,70,19449
542675,70,19448
542676,70,19447
542677,70,19446
542678,70,19445
542679,70,19444
542680,70,19443
542681,70,19442
542682,70,19441
542683,70,19440
542684,70,19439
542685,70,19438
542686,70,19436
542687,70,19435
542688,70,19434
542689,70,19433
542690,70,19432
542691,70,19431
542692,70,19430
542693,70,19429
542694,70,19428
542695,70,19427
542696,70,19426
542697,70,19425
542698,70,19424
542699,70,19423
542700,70,19422
542701,70,19421
546423,70,19779
546424,70,19777
546425,70,19776
546426,70,19775
546427,70,19774
546428,70,19773
546429,70,19772
546430,70,19771
546431,70,19770
546432,70,19769
546433,70,19768
546434,70,19767
546435,70,19766
546436,70,19765
546437,70,19764
546438,70,19763
546439,70,19762
546440,70,19761
546441,70,19760
546442,70,19759
546443,70,19758
546444,70,19757
546445,70,19756
546446,70,19755
546447,70,19754
546448,70,19303
546449,70,19302
546450,70,19301
546451,70,19300
546452,70,19299
546453,70,19298
546454,70,19297
546455,70,19296
546456,70,19295
546457,70,19294
546458,70,19283
546459,70,19282
546460,70,19281
546461,70,19280
546462,70,19279
546463,70,19278
546464,70,18155
546465,70,18161
546466,70,18172
546467,70,22904
546468,70,18174
546469,70,18175
546470,70,18176
546471,70,18178
546472,70,21233
546473,70,21232
546474,70,18179
546475,70,18180
546476,70,18181
546477,70,18182
546478,70,18183
546479,70,18037
552151,11,47493
552152,11,43474
552153,11,43475
552154,11,43476
552155,11,43477
552156,11,17906
552157,11,17908
552158,11,17910
552159,11,17911
552160,11,22152
552161,11,17914
552162,11,17915
552163,11,18006
552164,11,18051
552165,11,4141
552166,11,4142
552167,11,4143
552168,11,4144
552169,11,4145
552170,11,4146
552171,11,4147
552172,11,4148
552173,11,4149
552174,11,4150
552175,11,4151
552176,11,4152
552177,11,4153
552178,11,4154
552179,11,4155
552180,11,4156
552181,11,4157
552182,11,4158
552183,11,4159
552184,11,4160
552185,11,4161
552186,11,4162
552187,11,4163
552188,11,4164
552189,11,4165
552190,11,4166
552191,11,4167
552192,11,4168
552193,11,4169
552194,11,4170
552195,11,4171
552196,11,4172
552197,11,4173
552198,11,4484
552872,11,4483
552873,11,4482
552874,11,4481
552875,11,4480
552876,11,4479
552877,11,4478
552878,11,4477
552879,11,4476
552880,11,4475
552881,11,4473
552882,11,4474
552883,11,4472
552884,11,4471
552885,11,4470
552886,11,4469
552887,11,4468
552888,11,4466
552889,11,4465
552890,11,4464
552891,11,4463
552892,11,4462
552893,11,4461
552894,11,4460
552895,11,22559
552896,11,4458
552897,11,4457
552898,11,4456
552899,11,4455
552900,11,4454
552901,11,4453
552902,11,4452
552903,11,4451
552904,11,4450
552905,11,17895
552906,11,17896
552907,11,17897
552908,11,17898
552909,11,22153
552910,11,17901
552911,11,17902
552912,11,17903
552913,11,17905
552914,11,43472
552915,11,43473
552916,11,43480
626887,58,18086
626888,58,18085
626889,58,18084
626890,58,18083
626891,58,49275
626892,58,18081
626893,58,18079
626894,58,18078
626895,58,18077
626896,58,18076
626897,58,18075
626898,58,49276
626899,58,18072
626900,58,18071
626901,58,18069
626902,58,18068
626903,58,18067
626904,58,18066
626905,58,18065
626906,58,18064
626907,58,19256
626908,58,20482
626909,58,19253
626910,58,20491
626911,58,20492
626912,58,18204
626913,58,18205
626914,58,18208
626915,58,18210
626916,58,18211
626917,58,18214
626918,58,18215
626919,58,22612
626920,58,18217
626921,58,18218
626922,58,18219
626923,58,49999
626924,58,52113
626925,58,19322
626926,58,19323
626927,58,19325
626928,58,19326
626929,58,19327
626930,58,19328
626931,58,19329
626932,58,19330
626933,58,19331
626934,58,19332
626935,58,19333
626936,58,19334
626937,58,19335
626938,58,19336
626939,58,19338
627304,58,18786
627305,58,18785
627306,58,18784
627307,58,18783
627308,58,18782
627309,58,18781
627310,58,18709
627311,58,18708
627312,58,18707
627313,58,18706
627314,58,18705
627315,58,18704
627316,58,18703
627317,58,18700
627318,58,18699
627319,58,52112
627320,58,19676
627321,58,18221
627322,58,18222
627323,58,18223
627324,58,18233
627325,58,18450
627326,58,18465
627327,58,18469
627328,58,18199
627329,58,18201
627330,58,18206
627331,58,18203
627332,58,20493
627333,58,20490
627334,58,19591
627335,58,19699
627336,58,19594
627337,58,18544
627338,58,18545
627339,58,18546
627340,58,18547
627341,58,18548
627342,58,49277
627343,58,18550
627344,58,18551
627345,58,18553
627346,58,18554
627347,58,18555
627348,58,18556
627349,58,18557
627350,58,49278
627351,58,18560
627352,58,49279
627353,58,49280
627354,58,18563
627355,58,18564
710496,72,19489
710497,72,19491
710498,72,19492
710499,72,19494
710500,72,19495
710501,72,19497
710502,72,19498
710503,72,19499
710504,72,19500
710505,72,19502
710506,72,19504
710507,72,19505
710508,72,19528
710509,72,19539
710510,72,19560
710511,72,19561
710512,72,18899
710513,72,18918
710514,72,18923
710515,72,18931
710516,72,18933
710517,72,18934
710518,72,18935
710519,72,18936
710520,72,18937
710521,72,18938
710522,72,18939
710523,72,18940
710524,72,18941
710525,72,18942
710526,72,18943
710527,72,18944
710528,72,18945
710529,72,18946
710530,72,18947
710531,72,18948
710532,72,18949
710533,72,18950
710534,72,18951
710535,72,18952
710536,72,18953
710537,72,18954
710538,72,18955
710539,72,18956
710540,72,18957
710541,72,18958
710542,72,18959
710543,72,18960
710544,72,18961
710545,72,18962
710546,72,18964
710547,72,18965
710548,72,18966
710549,72,18967
710550,72,18968
710551,72,18969
710552,72,18970
710553,72,18971
710554,72,18972
710555,72,19036
715957,72,19037
715958,72,19038
715959,72,19039
715960,72,19040
715961,72,19041
715962,72,19042
715963,72,19043
715964,72,19044
715965,72,19046
715966,72,19047
715967,72,19048
715968,72,19049
715969,72,19050
715970,72,19051
715971,72,19052
715972,72,19053
715973,72,19054
715974,72,19056
715975,72,19057
715976,72,19058
715977,72,19059
715978,72,19060
715979,72,19061
715980,72,19062
715981,72,19063
715982,72,19064
715983,72,19065
715984,72,19066
715985,72,19067
715986,72,19068
715987,72,19069
715988,72,19123
715989,72,19124
715990,72,19125
715991,72,19126
715992,72,19127
715993,72,19128
715994,72,19129
715995,72,19130
715996,72,19131
715997,72,19132
715998,72,19133
715999,72,19573
716000,72,19574
716001,72,19575
716002,72,19676
716003,72,19678
716004,72,19679
716005,72,19681
716006,72,19684
716007,72,19685
716008,72,19686
716009,72,19687
716010,72,19689
716011,72,19691
716012,72,19693
716013,72,19694
716014,72,19696
1140623,6,19362
1140624,6,19361
1140625,6,19360
1140626,6,19359
1140627,6,19358
1140628,6,19356
1140629,6,19355
1140630,6,19354
1140631,6,19353
1140632,6,19352
1140633,6,19351
1140634,6,19350
1140635,6,19349
1140636,6,19348
1140637,6,19346
1140638,6,19345
1140639,6,19344
1140640,6,19343
1140641,6,19342
1140642,6,19341
1140643,6,19340
1140644,6,19489
1140645,6,19491
1140646,6,19492
1140647,6,19494
1140648,6,19495
1140649,6,19497
1140650,6,19498
1140651,6,19499
1140652,6,19500
1140653,6,19502
1140654,6,19504
1140655,6,19505
1140656,6,19528
1140657,6,19539
1140658,6,19560
1140659,6,19561
1140660,6,19562
1140661,6,19563
1140662,6,13401
1140663,6,14033
1140664,6,14614
1140665,6,14728
1140666,6,15699
1140667,6,16610
1140668,6,16718
1140669,6,16738
1140670,6,16739
1140671,6,16740
1140672,6,16741
1140673,6,16742
1140674,6,16743
1140675,6,16744
1140676,6,16745
1140677,6,16746
1140678,6,16747
1140679,6,16748
1140680,6,16749
1140681,6,16750
1140682,6,16751
1140683,6,16752
1140684,6,16753
1140685,6,16754
1140686,6,16755
1140687,6,16757
1142249,6,16758
1142250,6,16759
1142251,6,16760
1142252,6,16761
1142253,6,16762
1142254,6,16764
1142255,6,16765
1142256,6,16766
1142257,6,16767
1142258,6,16768
1142259,6,16769
1142260,6,16770
1142261,6,16771
1142262,6,16772
1142263,6,16773
1142264,6,16774
1142265,6,16775
1142266,6,16776
1142267,6,16777
1142268,6,16778
1142269,6,17602
1142270,6,17603
1142271,6,17604
1142272,6,17605
1142273,6,17606
1142274,6,19571
1142275,6,19572
1142276,6,19573
1142277,6,19574
1142278,6,19575
1142279,6,19676
1142280,6,19678
1142281,6,19679
1142282,6,19681
1142283,6,19684
1142284,6,19685
1142285,6,19686
1142286,6,19687
1142287,6,19689
1142288,6,19691
1142289,6,19693
1142290,6,19694
1142291,6,19696
1142292,6,18789
1142293,6,18790
1142294,6,18791
1142295,6,18792
1142296,6,18793
1142297,6,18794
1142298,6,18795
1142299,6,18712
1142300,6,18713
1142301,6,18714
1142302,6,18715
1142303,6,18716
1142304,6,18717
1142305,6,18718
1142306,6,18719
1142307,6,18720
1142308,6,18721
1142309,6,18722
1142310,6,18723
1142311,6,18724
1142312,6,18725
1191248,96,17849
1191249,96,17885
1191250,96,17886
1191251,96,17887
1191252,96,17888
1191253,96,17889
1191254,96,17891
1191255,96,17892
1191256,96,17894
1191257,96,6133
1191258,96,6135
1191259,96,6136
1191260,96,6137
1191261,96,6138
1191262,96,6140
1191263,96,6141
1191264,96,6142
1191265,96,6143
1191266,96,6144
1191267,96,6145
1191268,96,6147
1191291,96,6071
1191292,96,6070
1191293,96,6069
1191294,96,6068
1191295,96,6067
1191296,96,6066
1191297,96,6064
1191298,96,6063
1191299,96,6062
1191300,96,6061
1191301,96,6059
1191302,96,17878
1191303,96,17880
1191304,96,17882
1191305,96,17591
1191306,96,17593
1191307,96,17594
1191308,96,17596
1191309,96,17597
1191310,96,17848
1191311,96,18194
1191312,96,18196
1191313,96,18197
1191314,96,19304
1191315,96,20494
1191316,96,20496
1191317,96,20498
1191318,96,20500
1191319,96,20502
1191320,96,20504
1191321,96,20506
1191322,96,20508
1191323,96,20510
1191324,96,20513
1191325,96,20515
1191326,96,20519
1191327,96,20522
1191425,96,20520
1191426,96,20518
1191427,96,20514
1191428,96,20512
1191429,96,20511
1191430,96,20509
1191431,96,20507
1191432,96,20505
1191433,96,20503
1191434,96,20501
1191435,96,20499
1191436,96,20497
1191437,96,20495
1191438,96,18184
1191439,96,18185
1191440,96,18186
1191441,96,18187
1259130,86,4174
1259131,86,4485
1259132,86,4486
1259133,86,4487
1259134,86,4488
1259135,86,4489
1259136,86,4490
1259137,86,4491
1259138,86,4492
1259139,86,4493
1259140,86,4494
1259141,86,4495
1259142,86,4496
1259143,86,4497
1259144,86,4498
1259145,86,4499
1259146,86,4500
1259147,86,4501
1259148,86,4502
1259149,86,4503
1259150,86,4504
1259151,86,4505
1259152,86,4506
1259153,86,4507
1259154,86,4508
1259155,86,4510
1259156,86,4511
1259157,86,4512
1259158,86,6103
1259159,86,6104
1259160,86,6105
1259161,86,6106
1259162,86,6107
1259163,86,6108
1259164,86,6109
1259165,86,6110
1259166,86,6111
1259167,86,6112
1259168,86,6113
1259169,86,6114
1259170,86,6115
1259171,86,6118
1259172,86,6119
1259173,86,6120
1259174,86,6121
1259175,86,6122
1259176,86,6123
1259177,86,6124
1259178,86,6125
1259179,86,6126
1259180,86,6127
1259181,86,6128
1259182,86,6129
1259183,86,6130
1259184,86,6131
1259185,86,6132
1259186,86,17878
1259187,86,17880
1259188,86,17882
1259189,86,17591
1259190,86,17593
1259191,86,17594
1259192,86,17596
1259193,86,17597
1259194,86,17848
1259195,86,18189
1259196,86,18190
1259197,86,20981
1259198,86,18183
1259199,86,18037
1259200,86,18038
1266302,86,18039
1266303,86,18052
1266304,86,18040
1266305,86,18041
1266306,86,18192
1266307,86,17849
1266308,86,17885
1266309,86,17886
1266310,86,17887
1266311,86,17888
1266312,86,17889
1266313,86,17891
1266314,86,17892
1266315,86,17894
1266316,86,6058
1266317,86,6057
1266318,86,6056
1266319,86,6054
1266320,86,6053
1266321,86,6052
1266322,86,6051
1266323,86,6050
1266324,86,6049
1266325,86,6048
1266326,86,6047
1266327,86,6046
1266328,86,6045
1266329,86,6044
1266330,86,6041
1266331,86,6040
1266332,86,6039
1266333,86,6038
1266334,86,6037
1266335,86,6036
1266336,86,6035
1266337,86,6034
1266338,86,20980
1266339,86,6032
1266340,86,4206
1266341,86,4205
1266342,86,4204
1266343,86,4203
1266344,86,4202
1266345,86,4201
1266346,86,4199
1266347,86,4198
1266348,86,4197
1266349,86,4196
1266350,86,4195
1266351,86,4193
1266352,86,4192
1266353,86,4191
1266354,86,4190
1266355,86,4189
1266356,86,4188
1266357,86,4187
1266358,86,4186
1266359,86,4185
1266360,86,4183
1266361,86,4182
1266362,86,4181
1266363,86,4180
1266364,86,4179
1266365,86,4178
1266366,86,4177
1266367,86,4176
1266368,86,4175
1470162,75,21127
1470163,75,21126
1470164,75,21123
1470165,75,21121
1470166,75,21119
1470167,75,21117
1470168,75,21116
1470169,75,21114
1470170,75,21112
1470171,75,21109
1470172,75,21108
1470173,75,21105
1470174,75,21104
1470175,75,21102
1470176,75,21100
1470177,75,21098
1470178,75,21096
1470179,75,21094
1470180,75,21092
1470181,75,21090
1470182,75,21088
1470183,75,21086
1470184,75,21084
1470185,75,21082
1470186,75,21079
1470187,75,21077
1470188,75,21075
1470189,75,21073
1470190,75,21071
1470191,75,21069
1470192,75,21067
1470193,75,21065
1470194,75,21063
1470195,75,21964
1470196,75,19759
1470197,75,19758
1470198,75,19757
1470199,75,19756
1470200,75,19755
1470201,75,19754
1470202,75,19303
1470203,75,19302
1470204,75,19301
1470205,75,19300
